RCDTS,school_name,district,city,county,school_type,enrollment,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,pp_expenditure,zip,address_longitude,address_latitude,school_short_name,school_long_name,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,school_name_right
150162990250044,Tilden Career Communty Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,246,11.3,3.6,48.9,79.3,*,*,*,,60609,-87.642966,41.80751,TILDEN HS,Edward Tilden Career Community Academy HS,4747 S UNION Ave,false,"44, 47, 51, 8",Red,"",57.4,800,85.6,61.8,65.2,35.0,74.3,225,206,67,66,138,17,2,0,There are 225 students enrolled at TILDEN HS.  91.6% are Low Income Students.  29.8% are Diverse Learners.  46.7% are Limited English Learners.,The largest demographic at TILDEN HS is Hispanic.  This demographic makes up 61.3% of the student population.  The second greatest demographic is Black at 29.3%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60609,1,4,1,Tilden Career Communty Academy HS
150162990250048,Washington G High School,Chicago Public Schools District 299,Chicago,Cook,High School,1465,12.3,3.7,40.5,67.9,29.8,10.6,24.7,,60617,-87.53757,41.688137,WASHINGTON HS,George Washington High School,3535 E 114TH St,false,30,"","",84.4,866,85.6,88.3,65.2,63.0,82.9,1331,1092,223,82,1194,46,4,1,There are 1331 students enrolled at WASHINGTON HS.  82% are Low Income Students.  16.8% are Diverse Learners.  39.9% are Limited English Learners.,The largest demographic at WASHINGTON HS is Hispanic.  This demographic makes up 89.7% of the student population.  The second greatest demographic is Black at 6.2%.,,,false,false,2025,WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60617,0,0,0,Washington G High School
150162990250049,Wells Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,359,12.7,,35.0,86.6,*,*,*,,60622,-87.667483,41.898995,WELLS HS,Wells Community Academy High School,936 N ASHLAND Ave,false,"50, 56, 66, 70, 9, X9","Blue,Green,Pink","",78.4,768,85.6,78.5,65.2,50.8,75.0,259,179,45,116,113,20,4,1,There are 259 students enrolled at WELLS HS.  69.1% are Low Income Students.  17.4% are Diverse Learners.  30.1% are Limited English Learners.,The largest demographic at WELLS HS is Black.  This demographic makes up 44.8% of the student population.  The second greatest demographic is Hispanic at 43.6%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60622,3,6,1,Wells Community Academy HS
150162990250020,Hubbard High School,Chicago Public Schools District 299,Chicago,Cook,High School,1565,14.1,2.0,53.2,75.0,31.8,8.7,24.6,,60629,-87.718014,41.780526,HUBBARD HS,Gurdon S Hubbard High School,6200 S HAMLIN Ave,false,"53A, 59, 63",Orange,"",85.4,874,85.6,82.4,65.2,65.6,80.3,1458,1336,201,72,1376,9,0,0,There are 1458 students enrolled at HUBBARD HS.  91.6% are Low Income Students.  13.8% are Diverse Learners.  42.2% are Limited English Learners.,The largest demographic at HUBBARD HS is Hispanic.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Black at 4.9%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60629,1,3,1,Hubbard High School
150162990250545,Clemente Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,673,10.8,5.2,47.1,76.3,15.6,*,13.4,,60622,-87.686906,41.902626,CLEMENTE HS,Roberto Clemente Community Academy High School,1147 N WESTERN Ave,false,"49, 50, 66, 70, X49",Blue,"",83.1,785,85.6,75.2,65.2,56.3,74.5,481,417,125,151,304,16,2,0,There are 481 students enrolled at CLEMENTE HS.  86.7% are Low Income Students.  26% are Diverse Learners.  38.9% are Limited English Learners.,The largest demographic at CLEMENTE HS is Hispanic.  This demographic makes up 63.2% of the student population.  The second greatest demographic is Black at 31.4%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Good Standing,Inability to Rate,60622,1,5,1,Clemente Community Academy HS
150162990250543,Corliss High School,Chicago Public Schools District 299,Chicago,Cook,High School,366,16.1,3.9,48.0,76.8,*,*,*,,60628,-87.601216,41.70666,CORLISS HS,George H Corliss High School,821 E 103RD St,false,"106, 111A, 115, 34, 4",Red,"",79.2,771,85.6,74.1,65.2,50.0,78.4,340,310,70,298,37,2,0,0,There are 340 students enrolled at CORLISS HS.  91.2% are Low Income Students.  20.6% are Diverse Learners.  8.2% are Limited English Learners.,The largest demographic at CORLISS HS is Black.  This demographic makes up 87.6% of the student population.  The second greatest demographic is Hispanic at 10.9%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Good Standing,Inability to Rate,60628,1,5,1,Corliss High School
150162990250767,Juarez Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,1520,13.0,3.2,57.3,70.6,36.3,14.1,26.1,,60608,-87.663732,41.852667,JUAREZ HS,Benito Juarez Community Academy High School,1450 W CERMAK Rd,false,"18, 21, 60, 9, X9","Pink,Orange","",86.6,856,85.6,83.8,65.2,79.5,76.4,1391,1166,206,28,1316,21,15,4,There are 1391 students enrolled at JUAREZ HS.  83.8% are Low Income Students.  14.8% are Diverse Learners.  48.1% are Limited English Learners.,The largest demographic at JUAREZ HS is Hispanic.  This demographic makes up 94.6% of the student population.  The second greatest demographic is Black at 2%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60608,2,5,1,Juarez Community Academy HS
150162990250763,Julian High School,Chicago Public Schools District 299,Chicago,Cook,High School,400,16.8,4.7,55.8,79.7,*,*,11.1,,60643,-87.653749,41.705859,JULIAN HS,Percy L Julian High School,10330 S ELIZABETH St,false,"103, 112, 9","","",72.9,760,85.6,64.6,65.2,44.4,74.1,377,269,106,357,17,0,0,2,There are 377 students enrolled at JULIAN HS.  71.4% are Low Income Students.  28.1% are Diverse Learners.  2.7% are Limited English Learners.,The largest demographic at JULIAN HS is Black.  This demographic makes up 94.7% of the student population.  The second greatest demographic is Hispanic at 4.5%.,,,false,false,2025,VERY WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60643,0,2,0,Julian High School
150162990250001,Amundsen High School,Chicago Public Schools District 299,Chicago,Cook,High School,1420,13.4,4.8,55.2,52.4,70.3,50.6,62.4,,60625,-87.679484,41.975067,AMUNDSEN HS,Roald Amundsen High School,5110 N DAMEN Ave,false,"50, 81, 92",Brown,"",89.5,998,85.6,93.2,65.2,77.7,85.6,1420,417,236,94,507,641,104,0,There are 1420 students enrolled at AMUNDSEN HS.  29.4% are Low Income Students.  16.6% are Diverse Learners.  14.9% are Limited English Learners.,The largest demographic at AMUNDSEN HS is White.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 35.7%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60625,1,3,1,Amundsen High School
150162990250047,Lincoln Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,2179,15.3,3.5,48.2,57.6,74.2,50.2,66.2,,60614,-87.646009,41.918268,LINCOLN PARK HS,Lincoln Park High School,2001 N ORCHARD St,false,"22, 36, 37, 73, 74, 8","Purple,Brown,Red","",84.8,1081,85.6,79.4,65.2,88.5,84.6,2108,856,205,449,608,678,264,8,There are 2108 students enrolled at LINCOLN PARK HS.  40.6% are Low Income Students.  9.7% are Diverse Learners.  7.4% are Limited English Learners.,The largest demographic at LINCOLN PARK HS is White.  This demographic makes up 32.2% of the student population.  The second greatest demographic is Hispanic at 28.8%.,,,false,false,2025,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60614,3,6,1,Lincoln Park High School
150162990250026,Lake View High School,Chicago Public Schools District 299,Chicago,Cook,High School,1364,13.5,1.4,46.2,67.7,34.9,14.1,26.2,,60613,-87.668953,41.954764,LAKE VIEW HS,Lake View High School,4015 N ASHLAND Ave,false,"22, 78, 80, 9, X9","Purple,Brown,Red","",83.0,893,85.6,86.5,65.2,62.3,79.0,1297,831,194,153,950,93,47,6,There are 1297 students enrolled at LAKE VIEW HS.  64.1% are Low Income Students.  15% are Diverse Learners.  30.6% are Limited English Learners.,The largest demographic at LAKE VIEW HS is Hispanic.  This demographic makes up 73.2% of the student population.  The second greatest demographic is Black at 11.8%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60613,3,5,1,Lake View High School
150162990250536,Richards Career Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,304,9.2,4.5,31.7,76.1,*,*,*,,60609,-87.662278,41.802881,RICHARDS HS,Ellen H Richards Career Academy High School,5009 S LAFLIN St,false,"44, 47, 51, 9, X9","Green,Red","",76.9,736,85.6,74.5,65.2,48.7,76.2,295,287,52,85,200,1,0,3,There are 295 students enrolled at RICHARDS HS.  97.3% are Low Income Students.  17.6% are Diverse Learners.  56.3% are Limited English Learners.,The largest demographic at RICHARDS HS is Hispanic.  This demographic makes up 67.8% of the student population.  The second greatest demographic is Black at 28.8%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60609,2,5,1,Richards Career Academy HS
150162990250825,North-Grand High School,Chicago Public Schools District 299,Chicago,Cook,High School,1013,13.1,1.3,42.8,70.4,26.2,11.2,30.0,,60639,-87.735238,41.911674,NORTH-GRAND HS,North-Grand High School,4338 W WABANSIA Ave,false,"53, 65, 72, 73","","",82.7,841,85.6,82.0,65.2,60.2,80.9,898,590,171,152,723,12,4,1,There are 898 students enrolled at NORTH-GRAND HS.  65.7% are Low Income Students.  19% are Diverse Learners.  47.3% are Limited English Learners.,The largest demographic at NORTH-GRAND HS is Hispanic.  This demographic makes up 80.5% of the student population.  The second greatest demographic is Black at 16.9%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60639,0,3,0,North-Grand High School
150162990250003,Bogan High School,Chicago Public Schools District 299,Chicago,Cook,High School,599,17.9,2.2,60.5,62.5,10.3,*,8.3,,60652,-87.721097,41.749376,BOGAN HS,William J Bogan High School,3939 W 79TH St,false,"169, 53A, 67, 79","","",71.3,799,85.6,70.3,65.2,44.5,76.7,536,394,140,267,259,5,0,2,There are 536 students enrolled at BOGAN HS.  73.5% are Low Income Students.  26.1% are Diverse Learners.  28% are Limited English Learners.,The largest demographic at BOGAN HS is Black.  This demographic makes up 49.8% of the student population.  The second greatest demographic is Hispanic at 48.3%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60652,0,3,0,Bogan High School
150162990250011,Farragut Career Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,423,12.5,4.5,38.1,72.0,25.0,*,20.0,,60623,-87.708706,41.84856,FARRAGUT HS,David G Farragut Career Academy High School,2345 S CHRISTIANA Ave,false,"21, 52, 60, 82",Pink,"",77.6,814,85.6,70.4,65.2,82.4,70.4,391,371,98,56,330,2,0,1,There are 391 students enrolled at FARRAGUT HS.  94.9% are Low Income Students.  25.1% are Diverse Learners.  46.3% are Limited English Learners.,The largest demographic at FARRAGUT HS is Hispanic.  This demographic makes up 84.4% of the student population.  The second greatest demographic is Black at 14.3%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60623,1,4,1,Farragut Career Academy HS
150162990250012,Fenger Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,201,13.9,,33.0,82.0,*,*,*,,60628,-87.637572,41.689951,FENGER HS,Christian Fenger Academy High School,11220 S WALLACE St,false,"108, 111, 115, 8A","Blue,Brown","",58.1,783,85.6,70.3,65.2,59.5,76.3,176,119,39,164,7,3,0,1,There are 176 students enrolled at FENGER HS.  67.6% are Low Income Students.  22.2% are Diverse Learners.  1.7% are Limited English Learners.,The largest demographic at FENGER HS is Black.  This demographic makes up 93.2% of the student population.  The second greatest demographic is Hispanic at 4%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628,2,4,1,Fenger Academy High School
150162990250013,Foreman High School,Chicago Public Schools District 299,Chicago,Cook,High School,569,16.8,2.2,35.8,69.0,11.6,*,14.7,,60641,-87.754167,41.939797,FOREMAN HS,Edwin G. Foreman College and Career Academy,3235 N LECLAIRE Ave,false,"152, 54, 77",Blue,"",66.7,797,85.6,65.9,65.2,47.6,73.9,506,403,105,61,417,17,7,2,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641,1,3,1,Foreman High School
150162990250015,Gage Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,329,8.7,11.9,51.4,87.0,*,*,*,,60629,-87.688954,41.791013,GAGE PARK HS,Gage Park High School,5630 S ROCKWELL St,false,"49, 55, 59, 94, X49",Orange,"",75.0,793,85.6,75.9,65.2,50.7,83.0,295,271,57,51,241,3,0,0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629,1,5,1,Gage Park High School
150162990250016,Harlan Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,161,13.6,23.1,48.5,76.6,*,*,14.7,,60628,-87.620623,41.718372,HARLAN HS,John M Harlan Community Academy High School,9652 S MICHIGAN Ave,false,"100, 103, 106, 108, 111, 112, 115, 119, 29, 3, 34, 353, 95, N5, N9",Red,"",75.3,759,85.6,75.9,65.2,36.6,66.2,172,136,42,151,19,1,0,0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628,1,15,1,Harlan Community Academy HS
150162990250019,Hirsch Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,High School,103,13.1,,35.5,81.7,*,*,*,,60619,-87.601727,41.753748,HIRSCH HS,Emil G Hirsch Metropolitan High School,7740 S INGLESIDE Ave,false,"30, 4, 75, 79","Blue,Green","",54.2,763,85.6,31.8,65.2,26.7,72.4,89,81,18,73,16,0,0,0,There are 89 students enrolled at HIRSCH HS.  91% are Low Income Students.  20.2% are Diverse Learners.  14.6% are Limited English Learners.,The largest demographic at HIRSCH HS is Black.  This demographic makes up 82% of the student population.  The second greatest demographic is Hispanic at 18%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60619,2,4,1,Hirsch Metropolitan High School
150162990250021,Hyde Park Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,757,14.0,18.1,60.1,73.0,11.5,*,11.2,,60637,-87.586615,41.782257,HYDE PARK HS,Hyde Park Academy High School,6220 S STONY ISLAND Ave,false,"15, 171, 172, 2, 28, 59, 6, 63","Green,Red","",84.9,785,85.6,85.4,65.2,42.1,77.4,755,735,151,718,26,3,0,0,There are 755 students enrolled at HYDE PARK HS.  97.4% are Low Income Students.  20% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at HYDE PARK HS is Black.  This demographic makes up 95.1% of the student population.  The second greatest demographic is Hispanic at 3.4%.,,,false,false,2025,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60637,2,8,1,Hyde Park Academy High School
150162990250022,Thomas Kelly College Preparatory,Chicago Public Schools District 299,Chicago,Cook,High School,1594,17.0,4.1,35.4,63.6,23.3,9.8,16.3,,60632,-87.694639,41.818729,KELLY HS,Thomas Kelly College Preparatory,4136 S CALIFORNIA Ave,false,"39, 62, 94",Orange,"",77.1,885,85.6,68.5,65.2,68.2,78.6,1465,1375,248,25,1244,17,174,2,There are 1465 students enrolled at KELLY HS.  93.9% are Low Income Students.  16.9% are Diverse Learners.  53.6% are Limited English Learners.,The largest demographic at KELLY HS is Hispanic.  This demographic makes up 84.9% of the student population.  The second greatest demographic is Asian at 11.9%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632,1,3,1,Thomas Kelly College Preparatory
150162990250023,Kelvyn Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,543,7.9,11.7,62.4,74.1,11.0,*,8.8,,60639,-87.735999,41.927918,KELVYN PARK HS,Kelvyn Park High School,4343 W WRIGHTWOOD Ave,false,"53, 74, 76",Blue,"",65.5,810,85.6,71.3,65.2,63.2,74.3,531,386,98,49,475,4,0,1,There are 531 students enrolled at KELVYN PARK HS.  72.7% are Low Income Students.  18.5% are Diverse Learners.  60.3% are Limited English Learners.,The largest demographic at KELVYN PARK HS is Hispanic.  This demographic makes up 89.5% of the student population.  The second greatest demographic is Black at 9.2%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60639,1,3,1,Kelvyn Park High School
150162990250024,Kennedy High School,Chicago Public Schools District 299,Chicago,Cook,High School,1544,14.3,3.8,41.0,63.4,35.6,15.6,32.3,,60638,-87.78084,41.789961,KENNEDY HS,John F Kennedy High School,6325 W 56TH St,false,"55A, 55N, 62, 62H",Orange,"",81.5,894,85.6,79.4,65.2,71.9,79.9,1445,873,291,64,1201,165,9,0,There are 1445 students enrolled at KENNEDY HS.  60.4% are Low Income Students.  20.1% are Diverse Learners.  25.4% are Limited English Learners.,The largest demographic at KENNEDY HS is Hispanic.  This demographic makes up 83.1% of the student population.  The second greatest demographic is White at 11.4%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60638,1,4,1,Kennedy High School
150162990250616,Manley Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,124,7.9,33.3,69.1,89.3,*,*,*,,60612,-87.699896,41.870939,MANLEY HS,Manley Career Academy High School,2935 W POLK St,false,"12, 126, 52, 7, 94","Blue,Green","",57.1,716,85.6,45.5,65.2,10.0,68.9,122,95,27,97,21,0,3,0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612,2,5,1,Manley Career Academy High School
150162990250029,Marshall Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,High School,197,14.9,,48.8,84.9,*,*,*,,60624,-87.70805,41.878444,MARSHALL HS,John Marshall Metropolitan High School,3250 W ADAMS St,false,"126, 20, 52, 7, 82","Blue,Green","",79.7,740,85.6,67.9,65.2,32.1,68.2,228,207,62,196,28,2,0,0,There are 228 students enrolled at MARSHALL HS.  90.8% are Low Income Students.  27.2% are Diverse Learners.  8.3% are Limited English Learners.,The largest demographic at MARSHALL HS is Black.  This demographic makes up 86% of the student population.  The second greatest demographic is Hispanic at 12.3%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60624,2,5,1,Marshall Metropolitan High School
150162990250030,Mather High School,Chicago Public Schools District 299,Chicago,Cook,High School,1658,15.7,0.9,61.8,62.4,32.8,19.8,28.6,,60659,-87.702496,41.987589,MATHER HS,Stephen T Mather High School,5835 N LINCOLN Ave,false,"11, 84, 93","Brown,Red","",85.6,916,85.6,86.3,65.2,70.8,84.1,1590,1129,245,241,753,174,376,9,There are 1590 students enrolled at MATHER HS.  71% are Low Income Students.  15.4% are Diverse Learners.  52.8% are Limited English Learners.,The largest demographic at MATHER HS is Hispanic.  This demographic makes up 47.4% of the student population.  The second greatest demographic is Asian at 23.6%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60659,2,3,1,Mather High School
150162990250031,Morgan Park High School,Chicago Public Schools District 299,Chicago,Cook,High School,1213,16.2,2.4,51.3,67.0,34.3,9.9,25.5,,60643,-87.665658,41.692035,MORGAN PARK HS,Morgan Park High School,1744 W PRYOR Ave,false,"111, 112",Red,"",85.2,810,85.6,78.0,65.2,74.9,78.9,1179,923,143,1120,43,6,1,1,There are 1179 students enrolled at MORGAN PARK HS.  78.3% are Low Income Students.  12.1% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at MORGAN PARK HS is Black.  This demographic makes up 95% of the student population.  The second greatest demographic is Hispanic at 3.6%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60643,1,2,1,Morgan Park High School
150162990250034,Phillips Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,397,14.1,,27.4,86.6,12.0,*,12.0,,60653,-87.619796,41.82388,PHILLIPS HS,Wendell Phillips Academy High School,244 E PERSHING Rd,false,"29, 3, 35, 39, 4","Green,Red","",75.2,764,85.6,72.2,65.2,61.8,63.5,330,296,74,308,11,1,0,0,There are 330 students enrolled at PHILLIPS HS.  89.7% are Low Income Students.  22.4% are Diverse Learners.  2.4% are Limited English Learners.,The largest demographic at PHILLIPS HS is Black.  This demographic makes up 93.3% of the student population.  The second greatest demographic is Hispanic at 3.3%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60653,2,5,1,Phillips Academy High School
150162990250025,Kenwood Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,2223,12.8,4.8,54.7,48.3,70.4,52.9,60.3,,60615,-87.590421,41.803772,KENWOOD HS,Kenwood Academy High School,5015 S BLACKSTONE Ave,false,"15, 171, 172, 192, 2, 28, 47, 6","","",94.4,975,85.6,90.6,65.2,71.9,88.6,2173,1106,127,1783,134,155,38,5,There are 2173 students enrolled at KENWOOD HS.  50.9% are Low Income Students.  5.8% are Diverse Learners.  3.5% are Limited English Learners.,The largest demographic at KENWOOD HS is Black.  This demographic makes up 82.1% of the student population.  The second greatest demographic is White at 7.1%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615,0,7,0,Kenwood Academy High School
150162990250035,Roosevelt High School,Chicago Public Schools District 299,Chicago,Cook,High School,1058,14.8,4.3,45.9,70.8,22.7,7.1,19.2,,60625,-87.714819,41.964828,ROOSEVELT HS,Theodore Roosevelt High School,3436 W WILSON Ave,false,"78, 81, 82, 93",Brown,"",76.6,841,85.6,75.7,65.2,55.6,78.6,854,742,140,53,685,38,60,5,There are 854 students enrolled at ROOSEVELT HS.  86.9% are Low Income Students.  16.4% are Diverse Learners.  67.1% are Limited English Learners.,The largest demographic at ROOSEVELT HS is Hispanic.  This demographic makes up 80.2% of the student population.  The second greatest demographic is Asian at 7%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60625,1,4,1,Roosevelt High School
150162990250036,Schurz High School,Chicago Public Schools District 299,Chicago,Cook,High School,1123,16.3,2.3,49.9,72.9,18.3,12.5,15.9,,60641,-87.735612,41.946365,SCHURZ HS,Carl Schurz High School,3601 N MILWAUKEE Ave,false,"152, 53, 54A, 56, 80",Blue,"",82.4,852,85.6,80.4,65.2,62.5,76.7,1003,841,232,87,831,49,17,6,There are 1003 students enrolled at SCHURZ HS.  83.8% are Low Income Students.  23.1% are Diverse Learners.  56.1% are Limited English Learners.,The largest demographic at SCHURZ HS is Hispanic.  This demographic makes up 82.9% of the student population.  The second greatest demographic is Black at 8.7%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641,1,5,1,Schurz High School
150162990250037,Senn High School,Chicago Public Schools District 299,Chicago,Cook,High School,1495,11.4,7.3,72.5,69.1,44.9,26.3,43.3,,60660,-87.667136,41.989029,SENN HS,Nicholas Senn High School,5900 N GLENWOOD Ave,false,"22, 36, 50, 84",Red,"",88.8,933,85.6,85.0,65.2,75.2,78.1,1388,1023,195,322,519,239,237,8,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660,1,4,1,Senn High School
150162990250041,Steinmetz College Prep HS,Chicago Public Schools District 299,Chicago,Cook,High School,1063,17.9,3.0,43.3,73.8,17.1,5.8,23.1,,60634,-87.783515,41.935634,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,3030 N MOBILE Ave,false,"76, 77, 86, 91","","",79.0,833,85.6,75.5,65.2,63.0,75.4,883,680,155,142,664,60,6,5,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634,0,3,0,Steinmetz College Prep HS
150162990250859,Solorio Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,1245,10.8,2.2,48.1,36.0,40.1,27.6,36.1,,60632,-87.711059,41.795201,SOLORIO HS,Eric Solorio Academy High School,5400 S ST LOUIS Ave,false,"52, 52A, 55",Orange,"",90.1,923,85.6,87.4,65.2,65.5,89.1,1211,1049,139,10,1185,10,4,2,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632,1,3,1,Solorio Academy High School
150162990250014,Back of The Yards IB HS,Chicago Public Schools District 299,Chicago,Cook,High School,1014,8.2,13.1,49.6,48.7,48.5,28.3,43.8,,60609,-87.677541,41.808413,BACK OF THE YARDS HS,Back of the Yards IB High School,2111 W 47TH St,false,"47, 48, 49, 51, 94, X49",Orange,"",95.2,964,85.6,93.8,65.2,81.1,85.5,1020,929,101,15,982,13,5,2,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609,1,6,1,Back of The Yards IB HS
