RCDTS,school_name,district,city,county,school_type,enrollment,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,pp_expenditure,zip,address_longitude,address_latitude,school_short_name,school_long_name,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,school_name_right
,,,,,,,,,,,,,,,,-87.674818,42.013031,CHICAGO MATH & SCIENCE HS,Chicago Math and Science Academy Charter School,7212 N CLARK St,false,"147, 155, 201, 206, 22, 96, 97","Purple, Red, Yellow","",84.0,981,85.6,78.0,65.2,69.5,94.0,611,518,75,292,224,21,62,3,There are 611 students enrolled at CHICAGO MATH & SCIENCE HS.  84.8% are Low Income Students.  12.3% are Diverse Learners.  41.6% are Limited English Learners.,The largest demographic at CHICAGO MATH & SCIENCE HS is Black.  This demographic makes up 47.8% of the student population.  The second greatest demographic is Hispanic at 36.7%.,true,,false,false,2025,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60626,3,7,1,""
15016299025041C,Noble St Chtr-Noble Campus,Chicago Public Schools District 299,Chicago,Cook,High School,683,8.1,14.9,100.0,34.4,54.1,28.7,45.9,,60642,-87.662628,41.900191,NOBLE - NOBLE HS,Noble - Noble College Prep,1010 N NOBLE St,false,"56, 66, 70, 9, X9",Blue,"",98.8,916,85.6,92.7,65.2,87.1,89.6,662,547,101,119,506,19,9,1,There are 662 students enrolled at NOBLE - NOBLE HS.  82.6% are Low Income Students.  15.3% are Diverse Learners.  30.4% are Limited English Learners.,The largest demographic at NOBLE - NOBLE HS is Hispanic.  This demographic makes up 76.4% of the student population.  The second greatest demographic is Black at 18%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60642,1,5,1,Noble St Chtr-Noble Campus
15016299025032C,Noble St Chtr-Comer College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,990,4.7,15.1,97.3,58.2,32.7,9.8,22.4,,60619,-87.601974,41.764083,NOBLE - COMER,Noble - Gary Comer College Prep,7131 S SOUTH CHICAGO Ave,false,"30, 4, 71, 75","","",82.7,803,85.6,81.4,65.2,62.8,84.5,1074,903,187,1049,17,0,0,1,There are 1074 students enrolled at NOBLE - COMER.  84.1% are Low Income Students.  17.4% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at NOBLE - COMER is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 1.6%.,true,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60619,0,3,0,Noble St Chtr-Comer College Prep
15016299025031C,Noble St Chtr-Golder College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,626,4.1,29.3,100.0,51.9,32.3,16.4,32.9,,60642,-87.664483,41.895282,NOBLE - GOLDER HS,Noble - Golder College Prep,1454 W SUPERIOR St,false,"56, 65, 66, 9, X9","Blue, Green, Pink","",88.7,864,85.6,79.1,65.2,64.4,87.0,604,561,100,199,385,14,1,2,There are 604 students enrolled at NOBLE - GOLDER HS.  92.9% are Low Income Students.  16.6% are Diverse Learners.  32.5% are Limited English Learners.,The largest demographic at NOBLE - GOLDER HS is Hispanic.  This demographic makes up 63.7% of the student population.  The second greatest demographic is Black at 32.9%.,true,false,false,false,2025,NOT ENOUGH DATA,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60642,3,5,1,Noble St Chtr-Golder College Prep
15016299025042C,Noble St Chtr-ITW Speer Acad,Chicago Public Schools District 299,Chicago,Cook,High School,1127,6.1,14.1,100.0,36.4,41.9,21.9,41.7,,60639,-87.730127,41.915214,NOBLE - PRITZKER HS,Noble - Pritzker College Prep,4131 W CORTLAND St,false,"53, 65, 72, 73","Blue, Brown","",95.9,922,85.6,95.3,65.2,83.6,90.2,968,913,122,69,891,4,2,2,There are 968 students enrolled at NOBLE - PRITZKER HS.  94.3% are Low Income Students.  12.6% are Diverse Learners.  42.5% are Limited English Learners.,The largest demographic at NOBLE - PRITZKER HS is Hispanic.  This demographic makes up 92% of the student population.  The second greatest demographic is Black at 7.1%.,false,false,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60639,2,4,1,Noble St Chtr-ITW Speer Acad
15016299025029C,Noble St Chtr Rauner College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,550,6.8,15.0,100.0,49.8,29.8,11.3,22.5,,60642,-87.660859,41.892425,NOBLE - RAUNER HS,Noble - Rauner College Prep,1337 W OHIO St,false,"56, 65, 66, 9, X9","Blue, Green, Pink","",87.8,890,85.6,82.9,65.2,79.7,86.9,457,404,78,170,275,9,2,1,There are 457 students enrolled at NOBLE - RAUNER HS.  88.4% are Low Income Students.  17.1% are Diverse Learners.  24.9% are Limited English Learners.,The largest demographic at NOBLE - RAUNER HS is Hispanic.  This demographic makes up 60.2% of the student population.  The second greatest demographic is Black at 37.2%.,true,false,false,false,2025,NOT ENOUGH DATA,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60642,3,5,1,Noble St Chtr Rauner College Prep
15016299025030C,Noble St Chtr-Rowe-Clark MS Acad,Chicago Public Schools District 299,Chicago,Cook,High School,311,4.9,41.7,100.0,65.7,14.1,*,21.2,,60651,-87.718047,41.895362,NOBLE - ROWE CLARK HS,Noble - Rowe-Clark Math and Science Academy,3645 W CHICAGO Ave,false,"53, 65, 66, 82, N66",Green,"",85.0,788,85.6,88.9,65.2,45.8,81.4,301,284,65,271,28,2,0,0,There are 301 students enrolled at NOBLE - ROWE CLARK HS.  94.4% are Low Income Students.  21.6% are Diverse Learners.  7.3% are Limited English Learners.,The largest demographic at NOBLE - ROWE CLARK HS is Black.  This demographic makes up 90% of the student population.  The second greatest demographic is Hispanic at 9.3%.,true,false,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60651,1,5,1,Noble St Chtr-Rowe-Clark MS Acad
15016299025033C,Noble St Chtr-UIC College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,940,5.0,24.2,98.4,49.3,36.5,13.7,28.8,,60608,-87.676111,41.865817,NOBLE - UIC HS,Noble - UIC College Prep,1231 S DAMEN Ave,false,"12, 157, 50, 7, 755","Blue,Pink","",92.1,881,85.6,88.0,65.2,72.6,85.2,922,780,130,423,424,8,60,1,There are 922 students enrolled at NOBLE - UIC HS.  84.6% are Low Income Students.  14.1% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at NOBLE - UIC HS is Hispanic.  This demographic makes up 46% of the student population.  The second greatest demographic is Black at 45.9%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608,2,5,1,Noble St Chtr-UIC College Prep
,,,,,,,,,,,,,,,,-87.708987,41.858564,NLCP - CHRISTIANA HS,North Lawndale College Prep - Christiana,1615 S CHRISTIANA Ave,false,"157, 18, 21, 52, 82",Pink,"",84.1,785,85.6,74.2,65.2,59.0,79.6,249,236,48,243,3,1,0,0,There are 249 students enrolled at NLCP - CHRISTIANA HS.  94.8% are Low Income Students.  19.3% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at NLCP - CHRISTIANA HS is Black.  This demographic makes up 97.6% of the student population.  The second greatest demographic is Hispanic at 1.2%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60623,1,5,1,""
,,,,,,,,,,,,,,,,-87.700681,41.864146,NLCP - COLLINS HS,North Lawndale College Prep - Collins,1615 S CHRISTIANA Ave,false,"12, 157, 18, 52, 94","Blue,Pink","",82.9,778,85.6,80.7,65.2,51.0,73.2,130,130,23,122,5,1,0,0,There are 130 students enrolled at NLCP - COLLINS HS.  100% are Low Income Students.  17.7% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at NLCP - COLLINS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Hispanic at 3.8%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60623,2,5,1,""
15016299025034C,Noble St Chtr-Chicago Bulls Prep,Chicago Public Schools District 299,Chicago,Cook,High School,1051,4.3,26.9,100.0,54.2,37.6,16.1,33.1,,60612,-87.678195,41.878809,NOBLE - BULLS HS,Noble - Chicago Bulls College Prep,2040 W ADAMS St,false,"126, 19, 20, 49, 50, 7, X49","Blue, Green, Pink","",92.1,873,85.6,93.6,65.2,78.0,85.5,973,789,185,643,318,8,1,2,There are 973 students enrolled at NOBLE - BULLS HS.  81.1% are Low Income Students.  19% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at NOBLE - BULLS HS is Black.  This demographic makes up 66.1% of the student population.  The second greatest demographic is Hispanic at 32.7%.,false,false,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60612,3,7,1,Noble St Chtr-Chicago Bulls Prep
15016299025068C,YCCS-Truman Middle College HS,Chicago Public Schools District 299,Chicago,Cook,High School,181,19.5,,84.6,91.7,*,*,*,,60640,-87.659239,41.965295,YCCS - TRUMAN,YCCS-Truman Middle College HS,1145 W WILSON Ave,false,"135, 148, 151, 22, 36, 78, 81","Brown, Purple, Red","",,827,,"",65.2,34.4,51.4,123,100,24,31,62,9,15,0,There are 123 students enrolled at YCCS - TRUMAN.  81.3% are Low Income Students.  19.5% are Diverse Learners.  56.1% are Limited English Learners.,The largest demographic at YCCS - TRUMAN is Hispanic.  This demographic makes up 50.4% of the student population.  The second greatest demographic is Black at 25.2%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60640,3,7,1,YCCS-Truman Middle College HS
,,,,,,,,,,,,,,,,-87.68724,41.845967,INSTITUTO - HEALTH,Instituto Health Sciences Career Academy,2520 S WESTERN Ave,false,"21, 49, 60, 94, X49",Pink,"",87.6,813,85.6,84.2,65.2,29.0,75.0,480,370,76,12,463,4,0,1,There are 480 students enrolled at INSTITUTO - HEALTH.  77.1% are Low Income Students.  15.8% are Diverse Learners.  63.3% are Limited English Learners.,The largest demographic at INSTITUTO - HEALTH is Hispanic.  This demographic makes up 96.5% of the student population.  The second greatest demographic is Black at 2.5%.,,,false,false,2025,VERY WEAK,Not Yet Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608,1,5,1,""
15016299025083C,CICS - Ralph Ellison Campus,Chicago Public Schools District 299,Chicago,Cook,High School,224,10.5,9.8,41.0,82.2,18.6,*,*,,60620,-87.66898,41.748382,CICS - ELLISON HS,CICS - Ralph Ellison,1817 W 80TH St,false,"169, 48, 79, 9, X9","Green,Red","",81.8,755,85.6,79.3,65.2,47.6,76.5,177,147,42,166,9,1,0,0,There are 177 students enrolled at CICS - ELLISON HS.  83.1% are Low Income Students.  23.7% are Diverse Learners.  1.7% are Limited English Learners.,The largest demographic at CICS - ELLISON HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Hispanic at 5.1%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60620,2,5,1,CICS - Ralph Ellison Campus
15016299025071C,YCCS West,Chicago Public Schools District 299,Chicago,Cook,High School,79,2.5,50.0,50.0,82.5,*,*,*,,60651,-87.74881,41.90224,YCCS - WEST,YCCS-West HS,4909 W DIVISION St,false,"54, 57, 70","Blue, Green","",,735,,"",65.2,7.7,63.6,87,82,12,75,10,2,0,0,There are 87 students enrolled at YCCS - WEST.  94.3% are Low Income Students.  13.8% are Diverse Learners.  6.9% are Limited English Learners.,The largest demographic at YCCS - WEST is Black.  This demographic makes up 86.2% of the student population.  The second greatest demographic is Hispanic at 11.5%.,true,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60651,2,3,1,YCCS West
15016299025072C,YCCS-Youth Connection Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,High School,99,9.4,20.0,60.0,87.7,*,*,*,,60632,-87.626781,41.832072,YCCS - YOUTH CONNECTION,YCCS-Youth Connection Leadership Acad HS,5101 S KEELER Ave,false,"1, 24, 29, 3, 31, 35, 39, 4","Green, Red","",,767,,"",65.2,10.0,78.3,103,92,15,24,75,3,1,0,There are 103 students enrolled at YCCS - YOUTH CONNECTION.  89.3% are Low Income Students.  14.6% are Diverse Learners.  35% are Limited English Learners.,The largest demographic at YCCS - YOUTH CONNECTION is Hispanic.  This demographic makes up 72.8% of the student population.  The second greatest demographic is Black at 23.3%.,false,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60632,2,8,1,YCCS-Youth Connection Leadership Academy
15016299025015C,EPIC Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,243,5.4,4.9,68.2,66.8,36.4,*,38.2,,60617,-87.550222,41.744849,EPIC HS,EPIC Academy Charter High School,8255 S HOUSTON Ave,false,"26, 71, 79, N5","",Metra Electric District (ME),77.9,808,85.6,65.0,65.2,41.7,80.0,185,179,40,101,83,0,0,0,There are 185 students enrolled at EPIC HS.  96.8% are Low Income Students.  21.6% are Diverse Learners.  28.6% are Limited English Learners.,The largest demographic at EPIC HS is Black.  This demographic makes up 54.6% of the student population.  The second greatest demographic is Hispanic at 44.9%.,true,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60617,0,3,0,EPIC Academy High School
15016299025074C,ASPIRA Charter - Early College Prep HS,Chicago Public Schools District 299,Chicago,Cook,High School,278,6.8,19.0,100.0,55.9,18.8,*,23.4,,60618,-87.727096,41.937298,ASPIRA - EARLY COLLEGE HS,ASPIRA Charter School - Early College High School,3986 W BARRY Ave,false,"53, 56, 76, 77",Blue,"",91.4,855,85.6,73.1,65.2,41.6,86.2,206,179,40,7,193,6,0,0,There are 206 students enrolled at ASPIRA - EARLY COLLEGE HS.  86.9% are Low Income Students.  19.4% are Diverse Learners.  65% are Limited English Learners.,The largest demographic at ASPIRA - EARLY COLLEGE HS is Hispanic.  This demographic makes up 93.7% of the student population.  The second greatest demographic is Black at 3.4%.,true,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60618,1,4,1,ASPIRA Charter - Early College Prep HS
15016299025035C,Noble St Chtr-Muchin College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,891,4.1,32.2,100.0,48.9,35.1,14.3,30.2,,60602,-87.626338,41.88274,NOBLE - MUCHIN HS,Noble - Muchin College Prep,1 N STATE St,false,"1, 10, 120, 121, 124, 126, 130, 134, 135, 136, 143, 146, 147, 148, 151, 156, 157, 19, 2, 20","Blue,Green,Pink,Purple,Orange,Brown,Red","",96.4,896,85.6,93.1,65.2,68.1,88.7,906,696,120,483,377,6,35,1,There are 906 students enrolled at NOBLE - MUCHIN HS.  76.8% are Low Income Students.  13.2% are Diverse Learners.  18% are Limited English Learners.,The largest demographic at NOBLE - MUCHIN HS is Black.  This demographic makes up 53.3% of the student population.  The second greatest demographic is Hispanic at 41.6%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60602,7,20,1,Noble St Chtr-Muchin College Prep
15016299025013C,Urban Prep Chtr Acad Bronzeville HS,Chicago Public Schools District 299,Chicago,Cook,High School,143,5.3,10.0,100.0,44.4,*,*,*,,60616,-87.613629,41.831118,URBAN PREP - BRONZEVILLE HS,Urban Prep Academy for Young Men - Bronzeville,521 E 35TH St,false,"1, 3, 31, 35, 4","Green, Red",Rock Island District (RI),92.1,818,85.6,80.5,65.2,57.5,90.2,109,97,24,102,0,0,0,0,There are 109 students enrolled at URBAN PREP - BRONZEVILLE HS.  89% are Low Income Students.  22% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at URBAN PREP - BRONZEVILLE HS is Black.  This demographic makes up 93.6% of the student population.  The second greatest demographic is Other at 6.4%.,false,false,false,false,2025,VERY WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60616,2,5,1,Urban Prep Chtr Acad Bronzeville HS
15016299025036C,Noble St Chtr-Johnson College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,498,7.4,9.8,100.0,65.9,22.0,*,14.4,,60621,-87.635117,41.778369,NOBLE - JOHNSON HS,Noble - John and Eunice Johnson College Prep,6350 S STEWART Ave,false,"24, 63, 8","Green,Red","",81.0,809,85.6,79.2,65.2,77.7,82.6,527,476,98,500,18,0,0,3,There are 527 students enrolled at NOBLE - JOHNSON HS.  90.3% are Low Income Students.  18.6% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at NOBLE - JOHNSON HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 3.4%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60621,2,3,1,Noble St Chtr-Johnson College Prep
,,,,,,,,,,,,,,,,-87.583328,41.760034,ART IN MOTION,Art in Motion Charter School,7415 S EAST END ,false,"15, 28, 71, 75, J14, N5","","",,754,,"",,,89.2,526,364,129,499,20,0,0,0,There are 526 students enrolled at ART IN MOTION.  69.2% are Low Income Students.  24.5% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at ART IN MOTION is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 3.8%.,,,false,false,2025,NOT ENOUGH DATA,Not Yet Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60649,0,5,0,""
15016299025044C,Noble St Chtr - Mansueto,Chicago Public Schools District 299,Chicago,Cook,High School,1082,5.2,8.1,100.0,41.8,35.8,18.2,40.9,,60632,-87.728003,41.800136,NOBLE - MANSUETO HS,Noble Mansueto High School,2911 W 47TH ,false,"53A, 55, 62",Orange,"",91.0,923,85.6,93.5,65.2,76.1,89.8,1082,986,156,8,1064,5,0,4,There are 1082 students enrolled at NOBLE - MANSUETO HS.  91.1% are Low Income Students.  14.4% are Diverse Learners.  48.1% are Limited English Learners.,The largest demographic at NOBLE - MANSUETO HS is Hispanic.  This demographic makes up 98.3% of the student population.  The second greatest demographic is Black at 0.7%.,true,true,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60632,1,3,1,Noble St Chtr - Mansueto
,,,,,,,,,,,,,,,,-87.685903,41.845957,INSTITUTO - JUSTICE HS,Instituto - Justice and Leadership,2570 S BLUE ISLAND Ave,false,"21, 49, 60, 94, X49",Pink,BNSF Railway (BNSF),,0,,36.4,65.2,11.9,43.1,108,48,15,5,100,2,0,0,There are 108 students enrolled at INSTITUTO - JUSTICE HS.  44.4% are Low Income Students.  13.9% are Diverse Learners.  61.1% are Limited English Learners.,The largest demographic at INSTITUTO - JUSTICE HS is Hispanic.  This demographic makes up 92.6% of the student population.  The second greatest demographic is Black at 4.6%.,true,true,false,false,2025,NEUTRAL,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608,1,5,1,""
,,,,,,,,,,,,,,,,-87.617968,41.679318,CHICAGO COLLEGIATE,Chicago Collegiate Charter School,11816 S INDIANA ,false,"115, 119, 34","","",75.0,834,85.6,89.3,65.2,57.1,83.3,220,197,43,211,6,1,0,1,There are 220 students enrolled at CHICAGO COLLEGIATE.  89.5% are Low Income Students.  19.5% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at CHICAGO COLLEGIATE is Black.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Hispanic at 2.7%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60628,0,2,0,""
15016299025022C,Intrinsic Charter High School,Chicago Public Schools District 299,Chicago,Cook,High School,981,4.0,19.1,30.8,43.9,42.0,17.4,29.5,,60641,-87.741129,41.938988,INTRINSIC HS,Intrinsic Charter School,4540 W BELMONT Ave,false,"152, 54, 77",Blue,Milwaukee District North (MD-N),92.9,919,85.6,89.1,65.2,74.1,88.6,967,837,169,23,914,21,4,3,There are 967 students enrolled at INTRINSIC HS.  86.6% are Low Income Students.  17.5% are Diverse Learners.  42.2% are Limited English Learners.,The largest demographic at INTRINSIC HS is Hispanic.  This demographic makes up 94.5% of the student population.  The second greatest demographic is Black at 2.4%.,true,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60641,1,3,1,Intrinsic Charter High School
15016299025061C,YCCS-Community Youth Dev Inst HS,Chicago Public Schools District 299,Chicago,Cook,High School,82,5.8,,80.0,91.4,*,*,*,,60620,-87.641731,41.751377,YCCS - YOUTH DEVELOPMENT,YCCS-Community Youth Development Institute HS,7836 S UNION Ave,false,"169, 24, 79, 8, 8A",Red,"",,0,,"",65.2,20.0,61.9,104,91,27,100,4,0,0,0,There are 104 students enrolled at YCCS - YOUTH DEVELOPMENT.  87.5% are Low Income Students.  26% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 3.8%.,false,,false,false,2025,NEUTRAL,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60620,1,5,1,YCCS-Community Youth Dev Inst HS
15016299025067C,YCCS-Sullivan House Alt HS,Chicago Public Schools District 299,Chicago,Cook,High School,274,19.8,,100.0,55.8,*,*,*,,60617,-87.578492,41.746287,YCCS - SULLIVAN,YCCS-Sullivan House Alternative HS,8164 S SOUTH CHICAGO Ave,false,"15, 28, 30, 79, J14","","",,0,,"",65.2,8.1,81.4,286,274,47,256,28,1,0,0,There are 286 students enrolled at YCCS - SULLIVAN.  95.8% are Low Income Students.  16.4% are Diverse Learners.  2.4% are Limited English Learners.,The largest demographic at YCCS - SULLIVAN is Black.  This demographic makes up 89.5% of the student population.  The second greatest demographic is Hispanic at 9.8%.,false,,false,false,2025,STRONG,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60617,0,4,0,YCCS-Sullivan House Alt HS
15016299025062C,YCCS-Albizu Campos Puerto Rican HS,Chicago Public Schools District 299,Chicago,Cook,High School,180,7.1,25.0,62.5,87.8,*,*,*,,60622,-87.696006,41.90285,YCCS - CAMPOS,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,2739 W DIVISION St,false,"49, 66, 70, 94, X49",Blue,"",,761,,"",65.2,18.8,61.6,170,152,40,36,129,3,0,1,There are 170 students enrolled at YCCS - CAMPOS.  89.4% are Low Income Students.  23.5% are Diverse Learners.  36.5% are Limited English Learners.,The largest demographic at YCCS - CAMPOS is Hispanic.  This demographic makes up 75.9% of the student population.  The second greatest demographic is Black at 21.2%.,true,,false,false,2025,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60622,1,5,1,YCCS-Albizu Campos Puerto Rican HS
15016299025071C,YCCS West,Chicago Public Schools District 299,Chicago,Cook,High School,79,2.5,50.0,50.0,82.5,*,*,*,,60651,-87.760221,41.894976,YCCS - AUSTIN CAREER,YCCS-Austin Career Education Center HS,5352 W CHICAGO Ave,false,"57, 66, 85",Green,"",,"",,"",61.9,6.7,"",0,0,0,0,0,0,0,0,"",There is not any Demographic information for this school at this time,false,,false,false,2025,NOT ENOUGH DATA,NOT ENOUGH DATA,School Year 2024-2025,NOT APPLICABLE,"",60651,1,3,1,YCCS West
15016299025059C,YCCS-CCA Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,122,5.7,,100.0,96.9,*,*,*,,60623,-87.723662,41.864943,YCCS - CCA ACADEMY,YCCS-CCA Academy HS,1231 S PULASKI Rd,false,"12, 18, 53, 82","Blue, Pink","",,656,,"",65.2,10.4,53.0,136,121,29,126,10,0,0,0,There are 136 students enrolled at YCCS - CCA ACADEMY.  89% are Low Income Students.  21.3% are Diverse Learners.  3.7% are Limited English Learners.,The largest demographic at YCCS - CCA ACADEMY is Black.  This demographic makes up 92.6% of the student population.  The second greatest demographic is Hispanic at 7.4%.,false,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60623,2,4,1,YCCS-CCA Academy HS
15016299025063C,YCCS-Innovations of Arts Integr HS,Chicago Public Schools District 299,Chicago,Cook,High School,383,7.2,10.0,,92.2,*,*,*,,60602,-87.627734,41.883047,YCCS - INNOVATIONS,YCCS- Innovations HS of Arts Integration,17 N STATE St,false,"1, 10, 120, 121, 124, 125, 126, 130, 134, 135, 136, 143, 146, 147, 148, 151, 156, 157, 19, 2, 20, 22, 24, 26, 28, 29, 3, 36, 37, 4, 56, 6, 60, 62, 7, J14, N22, N4, N66","Blue, Brown, Green, Orange, Pink, Purple, Red","",,728,,"",65.2,17.1,62.2,405,389,67,361,36,3,1,0,There are 405 students enrolled at YCCS - INNOVATIONS.  96% are Low Income Students.  16.5% are Diverse Learners.  2.2% are Limited English Learners.,The largest demographic at YCCS - INNOVATIONS is Black.  This demographic makes up 89.1% of the student population.  The second greatest demographic is Hispanic at 8.9%.,false,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60602,7,39,1,YCCS-Innovations of Arts Integr HS
15016299025065C,YCCS-Latino Youth Alternative HS,Chicago Public Schools District 299,Chicago,Cook,High School,167,8.5,,66.7,93.5,*,*,*,,60608,-87.69543,41.854665,YCCS - LATINO YOUTH,YCCS-Latino Youth Alternative HS,2001 S CALIFORNIA Ave,false,"157, 18, 21, 94",Pink,"",,739,,"",65.2,31.1,62.3,121,111,21,3,116,0,0,0,There are 121 students enrolled at YCCS - LATINO YOUTH.  91.7% are Low Income Students.  17.4% are Diverse Learners.  49.6% are Limited English Learners.,The largest demographic at YCCS - LATINO YOUTH is Hispanic.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Black at 2.5%.,true,true,false,false,2025,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608,1,4,1,YCCS-Latino Youth Alternative HS
15016299025066C,YCCS-Olive Harvey Mid College HS,Chicago Public Schools District 299,Chicago,Cook,High School,124,18.6,,100.0,87.9,*,*,*,,60628,-87.592333,41.712922,YCCS - OLIVE HARVEY,YCCS-Olive Harvey Middle College HS,10001 S WOODLAWN Ave,false,"106, 28",Red,"",,0,,"",65.2,19.2,67.8,129,105,27,109,18,2,0,0,There are 129 students enrolled at YCCS - OLIVE HARVEY.  81.4% are Low Income Students.  20.9% are Diverse Learners.  3.9% are Limited English Learners.,The largest demographic at YCCS - OLIVE HARVEY is Black.  This demographic makes up 84.5% of the student population.  The second greatest demographic is Hispanic at 14%.,false,,false,false,2025,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60628,1,2,1,YCCS-Olive Harvey Mid College HS
15016299025070C,YCCS-West Town Academy Alt HS,Chicago Public Schools District 299,Chicago,Cook,High School,114,16.0,,20.0,97.0,*,*,*,,60612,-87.702053,41.890803,YCCS - WEST TOWN,YCCS-West Town Acad Alternative HS,500 N SACRAMENTO Blvd,false,"52, 65, 66, 82, 94",Green,"",,752,,"",65.2,18.2,55.0,117,106,25,86,27,2,0,1,There are 117 students enrolled at YCCS - WEST TOWN.  90.6% are Low Income Students.  21.4% are Diverse Learners.  4.3% are Limited English Learners.,The largest demographic at YCCS - WEST TOWN is Black.  This demographic makes up 73.5% of the student population.  The second greatest demographic is Hispanic at 23.1%.,true,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60612,1,5,1,YCCS-West Town Academy Alt HS
