school_name,district,city,county,enrollment,avg_class_size,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,pupil_teacher_ratio,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,year,zip,address_longitude,address_latitude,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,year_right,school_name_right,neighborhood
Chicago HS for the Arts,Chicago Public Schools District 299,Chicago,Cook,601.0,23.6,8.3,15.9,100.0,,19.0,32.6,11.8,46.3,2024.0,60622.0,-87.694945,41.899377,2714 W AUGUSTA Blvd,No,,"Blue,Red",,85.6,950.0,85.6,88.2,65.2,80.5,90.6,539.0,318.0,88.0,198.0,239.0,82.0,5.0,2.0,There are 539 students enrolled at CHIARTS HS.  59% are Low Income Students.  16.3% are Diverse Learners.  8.7% are Limited English Learners.,The largest demographic at CHIARTS HS is Hispanic.  This demographic makes up 44.3% of the student population.  The second greatest demographic is Black at 36.7%.,,,No,No,2025.0,NOT ENOUGH DATA,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60622.0,,7.0,Yes,2025.0,Chicago HS for the Arts,Humboldt Park
Ogden Int High School,Chicago Public Schools District 299,Chicago,Cook,511.0,23.5,13.0,4.4,64.6,,65.3,52.8,21.1,47.2,2025.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Ogden Int High School,City of Chicago SD 299,Chicago,Cook,594.0,,,,,,31.6,28.9,20.3,34.6,2019.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Ogden Int High School,City of Chicago SD 299,Chicago,Cook,638.0,,,,,,20.1,,,,2020.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Ogden Int High School,City of Chicago SD 299,Chicago,Cook,632.0,24.6,,,,,42.0,13.8,11.2,,2021.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Ogden Int High School,City of Chicago SD 299,Chicago,Cook,564.0,22.1,,,,,58.3,15.6,16.3,34.0,2022.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Ogden Int High School,City of Chicago SD 299,Chicago,Cook,490.0,22.8,,,,,55.5,23.4,20.6,29.7,2023.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Ogden Int High School,Chicago Public Schools District 299,Chicago,Cook,507.0,24.9,11.6,10.1,62.5,,62.8,16.8,12.1,18.8,2024.0,60642.0,-87.659405,41.893548,1250 W ERIE St,No,,"Blue,Green,Pink",,92.7,952.0,85.6,90.0,65.2,82.8,84.8,509.0,302.0,57.0,236.0,190.0,64.0,9.0,0.0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,Yes,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642.0,,5.0,Yes,2025.0,Ogden Int High School,West Town
Williams Medical Prep High Sch,Chicago Public Schools District 299,Chicago,Cook,72.0,14.7,16.1,12.1,30.7,,47.4,*,*,*,2025.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,177.0,,,,,,62.6,10.3,0.0,6.2,2019.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,126.0,,,,,,38.6,,,,2020.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,107.0,11.8,,,,,60.2,0.0,0.0,0.0,2021.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,63.0,12.8,,,,,71.4,5.6,0.0,6.7,2022.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,72.0,12.8,,,,,59.5,5.9,5.9,12.5,2023.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Williams Medical Prep High Sch,Chicago Public Schools District 299,Chicago,Cook,79.0,14.6,15.4,,51.7,,54.3,*,*,*,2024.0,60615.0,-87.62503,41.806118,4934 S WABASH Ave,No,,"Green,Red",,78.6,821.0,85.6,95.0,65.2,64.7,86.2,80.0,71.0,9.0,75.0,2.0,0.0,0.0,0.0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,No,No,2025.0,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615.0,,7.0,Yes,2025.0,Williams Medical Prep High Sch,Grand Boulevard
Westinghouse High School,Chicago Public Schools District 299,Chicago,Cook,1216.0,27.4,12.4,5.9,31.0,,51.5,55.5,31.0,51.1,2025.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Westinghouse High School,City of Chicago SD 299,Chicago,Cook,1203.0,,,,,,21.1,39.9,41.3,16.3,2019.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Westinghouse High School,City of Chicago SD 299,Chicago,Cook,1238.0,,,,,,12.4,,,,2020.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Westinghouse High School,City of Chicago SD 299,Chicago,Cook,1253.0,28.8,,,,,48.7,31.3,23.3,,2021.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Westinghouse High School,City of Chicago SD 299,Chicago,Cook,1187.0,27.6,,,,,47.9,26.1,33.8,35.0,2022.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Westinghouse High School,City of Chicago SD 299,Chicago,Cook,1195.0,27.7,,,,,55.3,37.2,27.7,18.2,2023.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Westinghouse High School,Chicago Public Schools District 299,Chicago,Cook,1225.0,28.0,11.4,6.7,49.7,,61.5,31.1,19.5,29.1,2024.0,60624.0,-87.707332,41.889977,3223 W FRANKLIN Blvd,No,,Green,,96.5,1005.0,85.6,94.1,65.2,86.4,86.2,1182.0,689.0,106.0,533.0,507.0,34.0,92.0,2.0,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624.0,Yes,4.0,Yes,2025.0,Westinghouse High School,Humboldt Park
Solorio Academy High School,Chicago Public Schools District 299,Chicago,Cook,1245.0,24.1,10.8,2.2,48.1,,36.0,40.1,27.6,36.1,2025.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,1195.0,,,,,,22.4,26.9,37.1,40.2,2019.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,1219.0,,,,,,11.2,,,,2020.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,1232.0,27.3,,,,,46.8,19.6,19.6,31.8,2021.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,1247.0,25.4,,,,,45.2,15.3,17.9,36.7,2022.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,1224.0,25.2,,,,,37.6,16.4,16.7,39.1,2023.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Solorio Academy High School,Chicago Public Schools District 299,Chicago,Cook,1231.0,24.1,9.6,6.0,55.4,,37.8,18.0,18.7,35.2,2024.0,60632.0,-87.711059,41.795201,5400 S ST LOUIS Ave,No,,Orange,,90.1,923.0,85.6,87.4,65.2,65.5,89.1,1211.0,1049.0,139.0,10.0,1185.0,10.0,4.0,2.0,There are 1211 students enrolled at SOLORIO HS.  86.6% are Low Income Students.  11.5% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at SOLORIO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is White at 0.8%.,,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Solorio Academy High School,Gage Park
Acero Chtr Sch Network -  Major Hector P Garcia MD H S,Chicago Public Schools District 299,Chicago,Cook,655.0,25.6,10.5,,96.7,,51.3,24.1,*,24.1,2025.0,60632.0,-87.711025,41.801762,5025 S ST LOUIS Ave,No,,Orange,,90.8,872.0,85.6,88.3,65.2,54.9,83.0,554.0,504.0,87.0,1.0,551.0,1.0,1.0,0.0,There are 554 students enrolled at ACERO - SOTO HS.  91% are Low Income Students.  15.7% are Diverse Learners.  55.6% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.5% of the student population.  The second greatest demographic is White at 0.2%.,Yes,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60632.0,Yes,5.0,Yes,2025.0,Acero Chtr Sch Network -  Major Hector P Garcia MD H S,Gage Park
Acero Chtr Sch Network -  Major Hector P Garcia MD H S,Chicago Public Schools District 299,Chicago,Cook,615.0,25.1,9.1,10.9,100.0,,49.0,7.3,*,27.2,2024.0,60632.0,-87.711025,41.801762,5025 S ST LOUIS Ave,No,,Orange,,90.8,872.0,85.6,88.3,65.2,54.9,83.0,554.0,504.0,87.0,1.0,551.0,1.0,1.0,0.0,There are 554 students enrolled at ACERO - SOTO HS.  91% are Low Income Students.  15.7% are Diverse Learners.  55.6% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 99.5% of the student population.  The second greatest demographic is White at 0.2%.,Yes,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60632.0,Yes,5.0,Yes,2025.0,Acero Chtr Sch Network -  Major Hector P Garcia MD H S,Gage Park
South Shore Intl Col Prep HS,Chicago Public Schools District 299,Chicago,Cook,594.0,24.7,16.7,5.6,47.7,,75.2,54.2,34.3,42.3,2025.0,60649.0,-87.576353,41.758792,1955 E 75TH St,No,,Red,,92.9,901.0,85.6,80.2,65.2,72.0,81.7,553.0,356.0,72.0,525.0,22.0,2.0,0.0,0.0,There are 553 students enrolled at SOUTH SHORE INTL HS.  64.4% are Low Income Students.  13% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 4%.,,,No,No,2025.0,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60649.0,Yes,6.0,Yes,2025.0,South Shore Intl Col Prep HS,South Shore
South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,654.0,,,,,,34.8,14.0,6.6,9.2,2019.0,60649.0,-87.576353,41.758792,1955 E 75TH St,No,,Red,,92.9,901.0,85.6,80.2,65.2,72.0,81.7,553.0,356.0,72.0,525.0,22.0,2.0,0.0,0.0,There are 553 students enrolled at SOUTH SHORE INTL HS.  64.4% are Low Income Students.  13% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 4%.,,,No,No,2025.0,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60649.0,Yes,6.0,Yes,2025.0,South Shore Intl Col Prep HS,South Shore
South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,586.0,,,,,,23.3,,,,2020.0,60649.0,-87.576353,41.758792,1955 E 75TH St,No,,Red,,92.9,901.0,85.6,80.2,65.2,72.0,81.7,553.0,356.0,72.0,525.0,22.0,2.0,0.0,0.0,There are 553 students enrolled at SOUTH SHORE INTL HS.  64.4% are Low Income Students.  13% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 4%.,,,No,No,2025.0,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60649.0,Yes,6.0,Yes,2025.0,South Shore Intl Col Prep HS,South Shore
South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,557.0,27.5,,,,,61.3,11.1,3.0,,2021.0,60649.0,-87.576353,41.758792,1955 E 75TH St,No,,Red,,92.9,901.0,85.6,80.2,65.2,72.0,81.7,553.0,356.0,72.0,525.0,22.0,2.0,0.0,0.0,There are 553 students enrolled at SOUTH SHORE INTL HS.  64.4% are Low Income Students.  13% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 4%.,,,No,No,2025.0,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60649.0,Yes,6.0,Yes,2025.0,South Shore Intl Col Prep HS,South Shore
South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,566.0,22.8,,,,,73.8,11.8,3.5,12.3,2022.0,60649.0,-87.576353,41.758792,1955 E 75TH St,No,,Red,,92.9,901.0,85.6,80.2,65.2,72.0,81.7,553.0,356.0,72.0,525.0,22.0,2.0,0.0,0.0,There are 553 students enrolled at SOUTH SHORE INTL HS.  64.4% are Low Income Students.  13% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 4%.,,,No,No,2025.0,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60649.0,Yes,6.0,Yes,2025.0,South Shore Intl Col Prep HS,South Shore
